Timestamp,Filename,Prompt,CLIP Score,PickScore,Temporal Consistency,Embedding Distance,FPS (Video),FPS (Eval),Frames,Resolution,Duration
2025-08-12 11:53:39,An_athletic_person_does_a_yoga_pose_on_a_grassy_hill_under_a_vast_blue_sky_0.1.mp4,An athletic person does a yoga pose on a grassy hill under a vast blue sky,0.3381,21.3984,0.9775,0.659,8,1,24,256x192,3.00 sec
2025-08-12 11:54:15,An_athletic_person_does_a_yoga_pose_on_a_grassy_hill_under_a_vast_blue_sky_0.3.mp4,An athletic person does a yoga pose on a grassy hill under a vast blue sky,0.2947,20.8152,0.9655,0.7013,8,1,24,256x192,3.00 sec
2025-08-12 11:54:33,An_athletic_person_does_a_yoga_pose_on_a_grassy_hill_under_a_vast_blue_sky_0.5.mp4,An athletic person does a yoga pose on a grassy hill under a vast blue sky,0.2897,20.642,0.9818,0.7086,8,1,24,256x192,3.00 sec
2025-08-12 11:57:01,An_athletic_person_holds_a_steady_handstand_on_a_sandy_beach_under_a_few_white_cloud_sky_0.1.mp4,An athletic person holds a steady handstand on a sandy beach under a few white cloud sky,0.3236,20.4889,0.9785,0.6741,8,1,24,256x192,3.00 sec
2025-08-12 11:57:17,An_athletic_person_holds_a_steady_handstand_on_a_sandy_beach_under_a_few_white_cloud_sky_0.3.mp4,An athletic person holds a steady handstand on a sandy beach under a few white cloud sky,0.3014,20.3654,0.9758,0.6958,8,1,24,256x192,3.00 sec
2025-08-12 11:57:29,An_athletic_person_holds_a_steady_handstand_on_a_sandy_beach_under_a_few_white_cloud_sky_0.5.mp4,An athletic person holds a steady handstand on a sandy beach under a few white cloud sky,0.2903,19.8296,0.979,0.7068,8,1,24,256x192,3.00 sec
2025-08-12 11:58:30,A_silver_robot_holds_a_steady_handstand_on_a_grassy_hill_under_a_vast_blue_sky_0.1.mp4,A silver robot holds a steady handstand on a grassy hill under a vast blue sky,0.3242,20.7254,0.9472,0.6694,8,1,24,256x192,3.00 sec
2025-08-12 11:58:42,A_silver_robot_holds_a_steady_handstand_on_a_grassy_hill_under_a_vast_blue_sky_0.3.mp4,A silver robot holds a steady handstand on a grassy hill under a vast blue sky,0.2961,19.7078,0.9706,0.6999,8,1,24,256x192,3.00 sec
2025-08-12 11:58:51,A_silver_robot_holds_a_steady_handstand_on_a_grassy_hill_under_a_vast_blue_sky_0.5.mp4,A silver robot holds a steady handstand on a grassy hill under a vast blue sky,0.3084,19.8821,0.9567,0.6874,8,1,24,256x192,3.00 sec
