timestamp,index,mem_used_MiB,mem_total_MiB,util_gpu,util_mem
2025-08-12 23:03:48,0, 3015, 81920, [N/A], [N/A]
2025-08-12 23:03:48,1, 4, 81920, 0, 0
2025-08-12 23:03:49,0, 3015, 81920, [N/A], [N/A]
2025-08-12 23:03:49,1, 4, 81920, 0, 0
2025-08-12 23:03:50,0, 3015, 81920, [N/A], [N/A]
2025-08-12 23:03:50,1, 4, 81920, 0, 0
2025-08-12 23:03:51,0, 3015, 81920, [N/A], [N/A]
2025-08-12 23:03:51,1, 4, 81920, 0, 0
2025-08-12 23:03:52,0, 3015, 81920, [N/A], [N/A]
2025-08-12 23:03:52,1, 4, 81920, 0, 0
2025-08-12 23:03:53,0, 3015, 81920, [N/A], [N/A]
2025-08-12 23:03:53,1, 4, 81920, 0, 0
2025-08-12 23:03:54,0, 3015, 81920, [N/A], [N/A]
2025-08-12 23:03:54,1, 4, 81920, 0, 0
2025-08-12 23:03:55,0, 3015, 81920, [N/A], [N/A]
2025-08-12 23:03:55,1, 4, 81920, 0, 0
2025-08-12 23:03:56,0, 3015, 81920, [N/A], [N/A]
2025-08-12 23:03:56,1, 4, 81920, 0, 0
2025-08-12 23:03:57,0, 3015, 81920, [N/A], [N/A]
2025-08-12 23:03:57,1, 4, 81920, 0, 0
2025-08-12 23:03:58,0, 3015, 81920, [N/A], [N/A]
2025-08-12 23:03:58,1, 4, 81920, 0, 0
2025-08-12 23:04:00,0, 3015, 81920, [N/A], [N/A]
2025-08-12 23:04:00,1, 4, 81920, 0, 0
