Timestamp,Filename,Prompt,CLIP Score,PickScore,Temporal Consistency,Embedding Distance,FPS (Video),FPS (Eval),Frames,Resolution,Duration
2025-08-12 11:46:50,A_man_is_practising_his_football_dribble_on_the_green_front_lawn_of_a_brick_house_0.1.mp4,A man is practising his football dribble on the green front lawn of a brick house,0.3539,20.7408,0.8985,0.6341,8,1,24,256x192,3.00 sec
2025-08-12 11:47:06,A_man_is_practising_his_football_dribble_on_the_green_front_lawn_of_a_brick_house_0.3.mp4,A man is practising his football dribble on the green front lawn of a brick house,0.3466,20.6627,0.8988,0.6398,8,1,24,256x192,3.00 sec
2025-08-12 11:47:43,A_man_is_practising_his_football_dribble_on_the_green_front_lawn_of_a_brick_house_0.5.mp4,A man is practising his football dribble on the green front lawn of a brick house,0.3513,21.1061,0.9408,0.6411,8,1,24,256x192,3.00 sec
2025-08-12 11:48:10,A_man_is_practising_his_golf_swing_in_Times_Square_New_York_0.1.mp4,A man is practising his golf swing in Times Square New York,0.3434,19.9068,0.9401,0.6484,8,1,24,256x192,3.00 sec
2025-08-12 11:48:26,A_man_is_practising_his_golf_swing_in_Times_Square_New_York_0.3.mp4,A man is practising his golf swing in Times Square New York,0.3347,20.2643,0.9302,0.656,8,1,24,256x192,3.00 sec
2025-08-12 11:48:38,A_man_is_practising_his_golf_swing_in_Times_Square_New_York_0.5.mp4,A man is practising his golf swing in Times Square New York,0.3316,20.3094,0.9418,0.661,8,1,24,256x192,3.00 sec
2025-08-12 11:49:37,A_wizard_is_practising_his_golf_swing_on_the_green_front_lawn_of_a_brick_house_0.1.mp4,A wizard is practising his golf swing on the green front lawn of a brick house,0.3194,21.6409,0.9094,0.6701,8,1,24,256x192,3.00 sec
2025-08-12 11:49:50,A_wizard_is_practising_his_golf_swing_on_the_green_front_lawn_of_a_brick_house_0.3.mp4,A wizard is practising his golf swing on the green front lawn of a brick house,0.3191,21.7372,0.9595,0.6766,8,1,24,256x192,3.00 sec
2025-08-12 11:50:13,A_wizard_is_practising_his_golf_swing_on_the_green_front_lawn_of_a_brick_house_0.5.mp4,A wizard is practising his golf swing on the green front lawn of a brick house,0.3168,21.6609,0.9601,0.6773,8,1,24,256x192,3.00 sec
